onset	duration	trial_type	response_time	stim_file	accuracy
0.5219999999999985	1.0	go	0.535	Go_O	1.0
3.0459999999999994	1.0	go	0.345	Go_X	1.0
5.57	1.0	go	0.4	Go_O	1.0
8.094000000000001	1.0	go	0.357	Go_X	1.0
10.619	1.0	go	0.328	Go_O	1.0
13.159999999999997	1.0	go	0.34	Go_X	1.0
15.683999999999997	0.25	stopfail	0.312	Go_O	0.0
18.208	1.0	go	0.3	Go_X	1.0
20.732	0.2	stopsuccess	0.0	Go_X	1.0
23.256	1.0	go	0.274	Go_O	1.0
25.781	1.0	go	0.269	Go_X	1.0
28.305	1.0	go	0.323	Go_O	1.0
30.829	0.25	stopsuccess	0.0	Go_O	1.0
33.353	1.0	go	0.433	Go_O	1.0
35.87799999999999	1.0	go	0.364	Go_X	1.0
38.401999999999994	0.3	stopsuccess	0.0	Go_X	1.0
40.925999999999995	0.35	stopfail	0.315	Go_O	0.0
43.449999999999996	1.0	go	0.598	Go_O	1.0
45.974	1.0	go	0.26	Go_X	1.0
48.499	0.3	stopfail	0.382	Go_X	0.0
51.023	1.0	go	0.303	Go_O	1.0
53.547000000000004	1.0	go	0.332	Go_X	1.0
56.071000000000005	0.25	stopfail	0.313	Go_O	0.0
58.59499999999999	1.0	go	0.623	Go_O	0.0
61.12	1.0	go	0.515	Go_X	1.0
63.644	0.2	stopsuccess	0.0	Go_X	1.0
66.168	1.0	go	0.305	Go_O	1.0
68.69200000000001	1.0	go	0.421	Go_X	1.0
71.21600000000001	0.25	stopsuccess	0.0	Go_O	1.0
73.74099999999999	1.0	go	0.335	Go_O	1.0
76.26499999999999	1.0	go	0.316	Go_X	1.0
78.78899999999999	1.0	go	0.691	Go_O	1.0
81.314	1.0	go	0.327	Go_X	1.0
83.838	1.0	go	0.41	Go_X	0.0
86.362	0.3	stopsuccess	0.0	Go_X	1.0
88.886	1.0	go	0.303	Go_O	1.0
91.41	1.0	go	0.427	Go_X	1.0
93.934	1.0	go	0.591	Go_O	1.0
96.459	1.0	go	0.574	Go_X	1.0
98.983	1.0	go	0.331	Go_O	1.0
101.507	0.35	stopsuccess	0.0	Go_O	1.0
104.031	1.0	go	0.466	Go_X	1.0
106.555	1.0	go	0.522	Go_O	1.0
109.08000000000001	1.0	go	0.529	Go_X	1.0
111.60400000000001	1.0	go	0.382	Go_O	1.0
114.12800000000001	1.0	go	0.617	Go_X	1.0
116.65200000000002	1.0	go	0.38	Go_O	1.0
119.17699999999999	0.4	stopfail	0.504	Go_X	0.0
121.701	1.0	go	0.404	Go_O	1.0
124.225	1.0	go	0.366	Go_X	1.0
126.749	0.35	stopsuccess	0.0	Go_O	1.0
129.273	1.0	go	0.528	Go_O	1.0
131.798	0.4	stopfail	0.258	Go_X	0.0
134.322	0.35	stopfail	0.46	Go_O	0.0
136.863	1.0	go	0.497	Go_X	1.0
139.387	1.0	go	0.324	Go_O	1.0
141.911	1.0	go	0.328	Go_X	1.0
144.435	1.0	go	0.604	Go_X	1.0
146.96	0.3	stopfail	0.382	Go_X	0.0
149.484	1.0	go	0.724	Go_O	1.0
152.008	0.25	stopsuccess	0.0	Go_O	1.0
154.532	1.0	go	0.343	Go_X	1.0
157.056	1.0	go	0.597	Go_O	1.0
159.58100000000002	1.0	go	0.594	Go_O	1.0
162.10500000000002	1.0	go	0.485	Go_X	1.0
164.62900000000002	1.0	go	0.762	Go_X	1.0
167.15300000000002	1.0	go	0.351	Go_O	1.0
169.678	1.0	go	0.616	Go_X	1.0
172.202	1.0	go	0.598	Go_O	1.0
174.743	1.0	go	0.781	Go_O	1.0
177.284	0.3	stopsuccess	0.0	Go_X	1.0
179.808	1.0	go	0.59	Go_X	1.0
182.332	1.0	go	0.557	Go_X	1.0
184.856	1.0	go	0.705	Go_O	1.0
187.38	0.35	stopsuccess	0.0	Go_O	1.0
189.905	1.0	go	0.369	Go_X	1.0
192.429	1.0	go	0.535	Go_O	1.0
194.97	1.0	go	0.434	Go_X	1.0
197.511	1.0	go	0.663	Go_O	1.0
200.035	1.0	go	0.536	Go_X	1.0
202.559	1.0	go	0.662	Go_O	1.0
205.083	0.4	stopfail	0.387	Go_X	0.0
207.608	1.0	go	0.615	Go_X	1.0
210.149	1.0	go	0.503	Go_O	1.0
212.673	0.35	stopfail	0.495	Go_O	0.0
215.197	1.0	go	0.614	Go_O	1.0
217.721	1.0	go	0.89	Go_X	1.0
220.245	0.3	stopsuccess	0.0	Go_X	1.0
222.76999999999998	1.0	go	0.463	Go_X	1.0
225.31	0.35	stopsuccess	0.0	Go_O	1.0
227.83499999999998	1.0	go	0.805	Go_O	1.0
230.35899999999998	1.0	go	0.0	Go_O	0.0
232.88299999999998	1.0	go	0.758	Go_X	1.0
235.40699999999998	1.0	go	0.584	Go_X	1.0
237.93200000000002	1.0	go	0.622	Go_O	1.0
240.45600000000002	0.4	stopsuccess	0.0	Go_X	1.0
242.98000000000002	0.45	stopfail	0.474	Go_O	0.0
245.50400000000002	1.0	go	0.846	Go_X	1.0
248.02800000000002	1.0	go	0.598	Go_O	1.0
250.553	0.4	stopfail	0.402	Go_X	0.0
253.077	1.0	go	0.549	Go_X	1.0
255.601	1.0	go	0.511	Go_O	1.0
258.125	1.0	go	0.463	Go_O	1.0
260.649	1.0	go	0.797	Go_X	1.0
263.174	1.0	go	0.0	Go_O	0.0
265.698	1.0	go	0.683	Go_X	1.0
268.222	0.35	stopfail	0.441	Go_O	0.0
270.748	1.0	go	0.906	Go_X	1.0
273.271	1.0	go	0.5	Go_O	1.0
275.795	1.0	go	0.865	Go_X	0.0
278.319	1.0	go	0.386	Go_O	1.0
280.843	1.0	go	0.463	Go_O	1.0
283.367	0.3	stopfail	0.344	Go_X	0.0
285.892	1.0	go	0.562	Go_X	1.0
288.416	1.0	go	0.635	Go_O	1.0
290.94	1.0	go	0.424	Go_X	1.0
293.464	1.0	go	0.317	Go_X	1.0
295.988	0.25	stopsuccess	0.0	Go_O	1.0
298.51300000000003	1.0	go	0.67	Go_O	1.0
301.05400000000003	1.0	go	0.378	Go_O	1.0
303.57800000000003	0.3	stopsuccess	0.0	Go_X	1.0
306.10200000000003	1.0	go	0.483	Go_X	1.0
308.62600000000003	0.35	stopsuccess	0.0	Go_O	1.0
311.151	1.0	go	0.461	Go_X	1.0
313.675	1.0	go	0.563	Go_O	1.0
316.199	1.0	go	0.465	Go_X	1.0
318.723	1.0	go	0.927	Go_O	1.0
321.247	1.0	go	0.0	Go_O	0.0
323.772	1.0	go	0.0	Go_X	0.0
326.313	1.0	go	0.0	Go_X	0.0
328.837	0.4	stopfail	0.409	Go_X	0.0
331.361	1.0	go	0.806	Go_O	1.0
333.885	1.0	go	0.675	Go_X	1.0
336.409	1.0	go	0.679	Go_O	1.0
338.934	0.35	stopfail	0.476	Go_O	0.0
341.475	1.0	go	0.517	Go_O	1.0
343.999	1.0	go	0.377	Go_X	1.0
346.523	1.0	go	0.0	Go_X	0.0
349.047	1.0	go	0.394	Go_O	1.0
351.571	0.3	stopsuccess	0.0	Go_X	1.0
354.096	1.0	go	0.265	Go_O	1.0
356.62	1.0	go	0.609	Go_X	1.0
359.144	0.35	stopsuccess	0.0	Go_O	1.0
361.668	1.0	go	0.307	Go_O	1.0
364.192	1.0	go	0.315	Go_X	1.0
366.717	0.4	stopfail	0.464	Go_X	0.0
369.245	1.0	go	0.375	Go_O	1.0
