onset	duration	trial_type	response_time	stim_file	accuracy
43.717	1.0	go	0.0	Go_O	0.0
46.242	1.0	go	0.415	Go_X	1.0
48.766	1.0	go	0.361	Go_O	1.0
51.307	1.0	go	0.41	Go_X	1.0
53.831	1.0	go	0.397	Go_O	1.0
56.355	1.0	go	0.415	Go_X	1.0
58.896	0.25	stop	0.396	Go_O	0.0
61.42	1.0	go	0.495	Go_O	1.0
63.961	0.2	stop	0.0	Go_X	1.0
66.486	1.0	go	0.36	Go_X	1.0
69.01	1.0	go	0.338	Go_O	1.0
71.551	1.0	go	0.32	Go_X	1.0
74.075	0.25	stop	0.0	Go_O	1.0
76.616	1.0	go	0.321	Go_O	1.0
79.14	1.0	go	0.337	Go_X	1.0
81.664	0.3	stop	0.341	Go_X	0.0
84.205	0.25	stop	0.389	Go_O	0.0
86.746	1.0	go	0.398	Go_X	1.0
89.287	1.0	go	0.648	Go_O	1.0
91.828	0.2	stop	0.298	Go_X	0.0
94.369	1.0	go	0.444	Go_O	1.0
96.893	1.0	go	0.535	Go_X	1.0
99.434	0.15	stop	0.0	Go_O	1.0
101.958	1.0	go	0.462	Go_X	1.0
104.483	1.0	go	0.471	Go_O	1.0
107.007	0.2	stop	0.346	Go_X	0.0
109.548	1.0	go	0.557	Go_X	1.0
112.072	1.0	go	0.397	Go_O	1.0
114.596	0.15	stop	0.0	Go_O	1.0
117.137	1.0	go	0.449	Go_O	1.0
119.661	1.0	go	0.521	Go_X	1.0
122.185	1.0	go	0.382	Go_O	1.0
124.71	1.0	go	0.6	Go_X	1.0
127.234	1.0	go	0.391	Go_O	1.0
129.758	0.2	stop	0.0	Go_X	1.0
132.282	1.0	go	0.518	Go_X	1.0
134.807	1.0	go	0.499	Go_O	1.0
137.331	1.0	go	0.404	Go_X	1.0
139.855	1.0	go	0.559	Go_O	1.0
142.379	1.0	go	0.345	Go_X	1.0
144.92	0.25	stop	0.409	Go_O	0.0
147.461	1.0	go	0.374	Go_O	1.0
149.985	1.0	go	0.487	Go_X	1.0
152.526	1.0	go	0.443	Go_O	1.0
155.05	1.0	go	0.565	Go_X	1.0
157.591	1.0	go	0.489	Go_X	1.0
160.115	1.0	go	0.441	Go_O	1.0
162.64	0.2	stop	0.0	Go_X	1.0
165.181	1.0	go	0.365	Go_X	1.0
167.705	1.0	go	0.513	Go_O	1.0
170.246	0.25	stop	0.0	Go_O	1.0
172.787	1.0	go	0.465	Go_O	1.0
175.311	0.3	stop	0.0	Go_X	1.0
177.852	0.35	stop	0.503	Go_O	0.0
180.393	1.0	go	0.512	Go_X	1.0
182.934	1.0	go	0.521	Go_X	1.0
185.458	1.0	go	0.847	Go_O	1.0
187.982	1.0	go	0.444	Go_O	1.0
190.506	0.3	stop	0.373	Go_X	0.0
193.031	1.0	go	0.377	Go_X	1.0
195.555	0.25	stop	0.0	Go_O	1.0
198.096	1.0	go	0.398	Go_O	1.0
200.637	1.0	go	0.472	Go_X	1.0
203.161	1.0	go	0.404	Go_X	1.0
205.685	1.0	go	0.409	Go_O	1.0
208.209	1.0	go	0.682	Go_O	1.0
210.734	1.0	go	0.428	Go_X	1.0
