onset	duration	trial_type	response_time	stim_file	accuracy
60.163	1.0	go	0.585	Go_X	0.0
62.754	1.0	go	0.0	Go_O	0.0
65.278	1.0	go	0.014	Go_O	0.0
67.802	1.0	go	0.592	Go_X	1.0
70.327	1.0	go	0.394	Go_O	1.0
72.851	1.0	go	0.335	Go_X	1.0
75.375	0.25	stopfail	0.377	Go_O	0.0
77.899	1.0	go	0.351	Go_X	1.0
80.423	0.2	stopsuccess	0.0	Go_X	1.0
82.947	1.0	go	0.559	Go_O	1.0
85.472	1.0	go	0.486	Go_X	1.0
87.996	1.0	go	0.605	Go_O	1.0
90.52	0.25	stopfail	0.243	Go_O	0.0
93.044	1.0	go	0.592	Go_X	1.0
95.568	1.0	go	0.655	Go_O	1.0
98.093	0.2	stopfail	0.463	Go_X	0.0
100.617	0.15	stopsuccess	0.0	Go_O	1.0
103.141	1.0	go	0.505	Go_X	1.0
105.665	1.0	go	0.703	Go_O	1.0
108.189	0.2	stopsuccess	0.0	Go_X	1.0
110.713	1.0	go	0.561	Go_O	1.0
113.238	1.0	go	0.919	Go_X	1.0
115.762	0.25	stopfail	0.309	Go_O	0.0
118.286	1.0	go	0.621	Go_X	1.0
120.81	1.0	go	0.798	Go_O	1.0
123.334	0.2	stopsuccess	0.0	Go_X	1.0
125.858	1.0	go	0.596	Go_X	1.0
128.383	1.0	go	0.787	Go_O	1.0
130.907	0.25	stopsuccess	0.0	Go_O	1.0
133.431	1.0	go	0.672	Go_X	1.0
135.955	1.0	go	0.594	Go_O	1.0
138.479	1.0	go	0.657	Go_X	1.0
141.003	1.0	go	0.904	Go_O	1.0
143.528	1.0	go	0.0	Go_O	0.0
146.052	0.3	stopsuccess	0.0	Go_X	1.0
148.576	1.0	go	0.868	Go_X	1.0
151.1	1.0	go	0.0	Go_X	0.0
153.624	1.0	go	0.0	Go_O	0.0
156.148	1.0	go	0.351	Go_X	1.0
158.673	1.0	go	0.62	Go_O	1.0
161.197	0.35	stopfail	0.424	Go_O	0.0
163.721	1.0	go	0.648	Go_O	1.0
166.245	1.0	go	0.635	Go_X	1.0
168.769	1.0	go	0.483	Go_O	0.0
171.293	1.0	go	0.67	Go_X	1.0
173.818	1.0	go	0.568	Go_X	1.0
176.342	1.0	go	0.555	Go_O	1.0
178.866	0.3	stopsuccess	0.0	Go_X	1.0
181.39	1.0	go	0.321	Go_X	1.0
183.914	1.0	go	0.911	Go_O	1.0
186.439	0.35	stopsuccess	0.0	Go_O	1.0
188.963	1.0	go	0.837	Go_O	1.0
191.487	0.4	stopfail	0.569	Go_X	0.0
194.011	0.35	stopsuccess	0.0	Go_O	1.0
196.535	1.0	go	0.0	Go_X	0.0
199.059	1.0	go	0.864	Go_O	1.0
201.584	1.0	go	0.343	Go_X	1.0
204.108	1.0	go	0.359	Go_X	1.0
206.632	0.4	stopfail	0.447	Go_X	0.0
209.156	1.0	go	0.0	Go_O	0.0
211.68	0.35	stopsuccess	0.0	Go_O	1.0
214.204	1.0	go	0.0	Go_O	0.0
216.729	1.0	go	0.411	Go_X	1.0
219.253	1.0	go	0.393	Go_X	1.0
221.777	1.0	go	0.692	Go_O	1.0
224.301	1.0	go	0.431	Go_X	1.0
226.825	1.0	go	0.818	Go_O	1.0
229.349	1.0	go	0.0	Go_O	0.0
231.874	1.0	go	0.93	Go_X	1.0
234.398	1.0	go	0.544	Go_X	1.0
236.922	0.4	stopfail	0.341	Go_X	0.0
239.446	1.0	go	0.0	Go_O	0.0
241.97	1.0	go	0.977	Go_O	0.0
244.494	1.0	go	0.294	Go_X	1.0
247.019	0.35	stopsuccess	0.0	Go_O	1.0
249.543	1.0	go	0.689	Go_X	1.0
252.067	1.0	go	0.552	Go_O	0.0
254.591	1.0	go	0.513	Go_O	1.0
257.115	1.0	go	0.76	Go_X	0.0
259.64	1.0	go	0.0	Go_X	0.0
262.164	1.0	go	0.782	Go_O	1.0
264.688	0.4	stopfail	0.542	Go_X	0.0
267.212	1.0	go	0.277	Go_O	0.0
269.736	1.0	go	0.0	Go_X	0.0
272.26	0.35	stopfail	0.477	Go_O	0.0
274.785	1.0	go	0.643	Go_X	1.0
277.309	1.0	go	0.873	Go_O	1.0
279.833	0.3	stopsuccess	0.0	Go_X	1.0
282.357	1.0	go	0.283	Go_O	0.0
284.881	0.35	stopsuccess	0.0	Go_O	1.0
287.405	1.0	go	0.0	Go_X	0.0
289.93	1.0	go	0.759	Go_X	0.0
292.454	1.0	go	0.251	Go_O	0.0
294.978	1.0	go	0.0	Go_O	0.0
297.502	1.0	go	0.543	Go_X	1.0
300.026	0.4	stopsuccess	0.0	Go_X	1.0
302.55	0.45	stopsuccess	0.0	Go_O	1.0
305.075	1.0	go	0.398	Go_X	0.0
307.599	1.0	go	0.958	Go_O	1.0
310.123	0.5	stopfail	0.5	Go_X	0.0
312.647	1.0	go	0.0	Go_O	0.0
315.171	1.0	go	0.82	Go_X	1.0
317.695	1.0	go	0.485	Go_X	1.0
320.22	1.0	go	0.0	Go_O	0.0
322.744	1.0	go	0.0	Go_X	0.0
325.268	1.0	go	0.328	Go_O	0.0
327.792	0.45	stopfail	0.717	Go_O	0.0
330.316	1.0	go	0.0	Go_O	0.0
332.84	1.0	go	0.329	Go_X	1.0
335.365	1.0	go	0.449	Go_X	1.0
337.889	1.0	go	0.0	Go_O	0.0
340.413	1.0	go	0.531	Go_X	1.0
