onset	duration	trial_type	response_time	stim_file	accuracy
0.578000000000003	1.0	go	0.0	Go_O	0.0
3.1189999999999998	1.0	go	0.458	Go_X	1.0
5.660000000000004	1.0	go	0.671	Go_X	1.0
8.184000000000005	1.0	go	0.636	Go_O	1.0
10.708000000000006	1.0	go	0.816	Go_O	1.0
13.232000000000006	1.0	go	0.688	Go_X	1.0
15.756	0.25	stopsuccess	0.0	Go_O	1.0
18.297000000000004	1.0	go	0.521	Go_X	1.0
20.821000000000005	0.3	stopsuccess	0.0	Go_X	1.0
23.346000000000004	1.0	go	0.453	Go_O	1.0
25.870000000000005	1.0	go	0.674	Go_O	1.0
28.411	1.0	go	0.44	Go_X	1.0
30.935000000000002	0.35	stopsuccess	0.0	Go_O	1.0
33.476	1.0	go	0.388	Go_X	1.0
36.0	1.0	go	0.439	Go_O	1.0
38.524	0.4	stopfail	0.57	Go_X	0.0
41.048	0.35	stopfail	0.498	Go_O	0.0
43.589	1.0	go	0.655	Go_X	1.0
46.13000000000001	1.0	go	0.868	Go_O	1.0
48.653999999999996	0.3	stopsuccess	0.0	Go_X	1.0
51.19500000000001	1.0	go	0.506	Go_O	1.0
53.71900000000001	1.0	go	0.622	Go_X	1.0
56.24300000000001	0.35	stopsuccess	0.0	Go_O	1.0
58.768	1.0	go	0.495	Go_O	1.0
61.292	1.0	go	0.733	Go_X	1.0
63.816	0.4	stopsuccess	0.0	Go_X	1.0
66.357	1.0	go	0.39	Go_O	1.0
68.881	1.0	go	0.542	Go_X	1.0
71.405	0.45	stopfail	0.581	Go_O	0.0
73.946	1.0	go	0.586	Go_X	1.0
76.47	1.0	go	0.575	Go_O	1.0
78.995	1.0	go	0.622	Go_X	1.0
81.519	1.0	go	0.635	Go_O	1.0
84.043	1.0	go	0.72	Go_X	1.0
86.584	0.4	stopsuccess	0.0	Go_X	1.0
89.125	1.0	go	0.39	Go_O	1.0
91.649	1.0	go	0.611	Go_O	1.0
94.173	1.0	go	0.6	Go_X	1.0
96.697	1.0	go	0.609	Go_O	1.0
99.221	1.0	go	0.838	Go_X	1.0
101.74600000000001	0.45	stopfail	0.394	Go_O	0.0
104.27000000000001	1.0	go	0.314	Go_X	1.0
106.79400000000001	1.0	go	0.5	Go_O	1.0
109.31800000000001	1.0	go	0.563	Go_O	1.0
111.84200000000001	1.0	go	0.695	Go_X	1.0
114.36699999999999	1.0	go	0.505	Go_O	1.0
116.89099999999999	1.0	go	0.499	Go_X	1.0
119.41499999999999	0.4	stopsuccess	0.0	Go_X	1.0
121.939	1.0	go	0.439	Go_O	1.0
124.47999999999999	1.0	go	0.662	Go_X	0.0
127.02100000000002	0.45	stopfail	0.485	Go_O	0.0
129.54500000000002	1.0	go	0.622	Go_X	1.0
132.06900000000002	0.4	stopfail	0.528	Go_X	0.0
134.61	0.35	stopsuccess	0.0	Go_O	1.0
137.13400000000001	1.0	go	0.513	Go_O	1.0
139.65800000000002	1.0	go	0.538	Go_O	1.0
142.183	1.0	go	0.562	Go_X	1.0
144.724	1.0	go	0.0	Go_O	0.0
147.248	0.4	stopfail	0.491	Go_X	0.0
149.78900000000002	1.0	go	0.588	Go_X	1.0
152.31300000000002	0.35	stopfail	0.395	Go_O	0.0
154.854	1.0	go	0.632	Go_X	0.0
157.37800000000001	1.0	go	0.54	Go_O	1.0
159.90200000000002	1.0	go	0.504	Go_O	1.0
162.42600000000002	1.0	go	0.548	Go_X	1.0
164.967	1.0	go	0.648	Go_X	1.0
167.491	1.0	go	0.665	Go_O	1.0
170.016	1.0	go	0.617	Go_X	1.0
172.556	1.0	go	0.776	Go_O	1.0
175.097	1.0	go	0.502	Go_O	1.0
177.621	0.3	stopfail	0.395	Go_X	0.0
180.162	1.0	go	0.543	Go_X	1.0
182.687	1.0	go	0.534	Go_X	1.0
185.211	1.0	go	0.48	Go_O	1.0
187.735	0.25	stopsuccess	0.0	Go_O	1.0
190.276	1.0	go	0.656	Go_O	1.0
192.8	1.0	go	0.531	Go_X	1.0
195.324	1.0	go	0.558	Go_X	1.0
197.848	1.0	go	0.512	Go_O	1.0
200.373	1.0	go	0.463	Go_O	1.0
202.897	1.0	go	0.52	Go_X	1.0
205.421	0.3	stopsuccess	0.0	Go_X	1.0
207.945	1.0	go	0.389	Go_X	1.0
210.469	1.0	go	0.546	Go_O	1.0
212.994	0.35	stopfail	0.503	Go_O	0.0
215.518	1.0	go	0.482	Go_X	1.0
218.042	1.0	go	0.521	Go_O	1.0
220.566	0.3	stopsuccess	0.0	Go_X	1.0
223.107	1.0	go	0.556	Go_O	1.0
225.631	0.35	stopfail	0.508	Go_O	0.0
228.155	1.0	go	0.535	Go_X	1.0
230.679	1.0	go	0.641	Go_X	1.0
233.20399999999998	1.0	go	0.623	Go_O	1.0
235.72799999999998	1.0	go	0.637	Go_O	1.0
238.25199999999998	1.0	go	0.562	Go_X	1.0
240.77599999999998	0.3	stopfail	0.43	Go_X	0.0
243.29999999999998	0.25	stopfail	0.455	Go_O	0.0
245.82500000000002	1.0	go	0.487	Go_X	1.0
248.34900000000002	1.0	go	0.38	Go_O	1.0
250.87300000000002	0.2	stopsuccess	0.0	Go_X	1.0
253.39700000000002	1.0	go	0.406	Go_O	0.0
255.92100000000002	1.0	go	0.386	Go_X	1.0
258.446	1.0	go	0.441	Go_X	1.0
260.97	1.0	go	0.503	Go_O	1.0
263.494	1.0	go	0.905	Go_X	1.0
266.01800000000003	1.0	go	0.41	Go_O	1.0
268.54200000000003	0.25	stopfail	0.36	Go_O	0.0
271.08299999999997	1.0	go	0.537	Go_O	1.0
273.60699999999997	1.0	go	0.582	Go_X	1.0
276.131	1.0	go	0.455	Go_X	1.0
278.65599999999995	1.0	go	0.366	Go_O	1.0
281.197	1.0	go	0.589	Go_O	1.0
283.721	0.2	stopsuccess	0.0	Go_X	1.0
286.245	1.0	go	0.783	Go_X	1.0
288.769	1.0	go	0.384	Go_O	1.0
291.293	1.0	go	0.604	Go_X	1.0
293.817	1.0	go	0.433	Go_X	1.0
296.342	0.25	stopfail	0.57	Go_O	0.0
298.88300000000004	1.0	go	0.514	Go_O	1.0
301.423	1.0	go	0.664	Go_X	1.0
303.948	0.2	stopsuccess	0.0	Go_X	1.0
306.472	1.0	go	0.536	Go_O	1.0
308.996	0.25	stopfail	0.434	Go_O	0.0
311.52	1.0	go	0.55	Go_X	1.0
314.044	1.0	go	0.51	Go_O	1.0
316.56899999999996	1.0	go	0.511	Go_X	1.0
319.09299999999996	1.0	go	0.587	Go_O	1.0
321.61699999999996	1.0	go	0.44	Go_X	1.0
324.14099999999996	1.0	go	0.678	Go_O	1.0
326.66499999999996	1.0	go	0.486	Go_O	1.0
329.18899999999996	0.2	stopsuccess	0.0	Go_X	1.0
331.71400000000006	1.0	go	0.422	Go_X	1.0
334.23800000000006	1.0	go	0.704	Go_O	1.0
336.779	1.0	go	0.468	Go_X	1.0
339.303	0.25	stopsuccess	0.0	Go_O	1.0
341.84400000000005	1.0	go	0.448	Go_O	1.0
344.36800000000005	1.0	go	0.55	Go_X	1.0
346.89200000000005	1.0	go	0.519	Go_O	1.0
349.41600000000005	1.0	go	0.671	Go_X	1.0
351.94100000000003	0.3	stopsuccess	0.0	Go_X	1.0
354.481	1.0	go	0.423	Go_X	1.0
357.006	1.0	go	0.501	Go_O	1.0
359.53	0.35	stopfail	0.41	Go_O	0.0
362.071	1.0	go	0.51	Go_X	1.0
364.595	1.0	go	0.543	Go_O	1.0
367.119	0.3	stopsuccess	0.0	Go_X	1.0
369.64300000000003	1.0	go	0.456	Go_O	1.0
372.16700000000003	1.0	go	0.798	Go_X	1.0
374.692	0.35	stopfail	0.383	Go_O	0.0
377.23299999999995	1.0	go	0.43	Go_X	1.0
379.773	1.0	go	0.425	Go_O	1.0
382.298	1.0	go	0.454	Go_O	1.0
384.822	1.0	go	0.443	Go_X	1.0
387.346	1.0	go	0.495	Go_O	1.0
389.87	1.0	go	0.694	Go_X	1.0
392.394	0.3	stopfail	0.421	Go_X	0.0
394.93500000000006	1.0	go	0.412	Go_O	1.0
397.45899999999995	0.25	stopfail	0.417	Go_O	0.0
399.98400000000004	1.0	go	0.406	Go_X	1.0
402.50800000000004	1.0	go	0.314	Go_O	1.0
405.049	1.0	go	0.466	Go_X	1.0
407.573	1.0	go	0.442	Go_O	1.0
410.097	1.0	go	0.513	Go_X	1.0
412.621	0.2	stopfail	0.346	Go_X	0.0
415.145	1.0	go	0.414	Go_O	1.0
417.66999999999996	1.0	go	0.567	Go_X	1.0
420.19399999999996	1.0	go	0.477	Go_O	1.0
422.735	0.15	stopsuccess	0.0	Go_O	1.0
425.27599999999995	0.2	stopsuccess	0.0	Go_X	1.0
427.817	0.25	stopsuccess	0.0	Go_O	1.0
430.341	1.0	go	0.412	Go_X	1.0
432.88199999999995	0.3	stopfail	0.398	Go_X	0.0
435.422	1.0	go	0.541	Go_X	1.0
437.947	1.0	go	0.484	Go_O	1.0
440.471	1.0	go	0.495	Go_X	1.0
442.995	1.0	go	0.55	Go_O	1.0
445.53600000000006	1.0	go	0.48	Go_X	1.0
448.06000000000006	1.0	go	0.423	Go_O	1.0
450.601	1.0	go	0.44	Go_X	1.0
453.125	1.0	go	0.298	Go_O	1.0
455.649	0.25	stopsuccess	0.0	Go_O	1.0
458.174	1.0	go	0.562	Go_X	1.0
460.698	1.0	go	0.538	Go_O	1.0
463.222	0.3	stopfail	0.45	Go_X	0.0
465.76300000000003	1.0	go	0.387	Go_O	1.0
468.304	1.0	go	0.549	Go_X	1.0
470.828	1.0	go	0.501	Go_X	1.0
473.352	1.0	go	0.533	Go_O	1.0
475.876	1.0	go	0.376	Go_X	1.0
478.4	0.25	stopsuccess	0.0	Go_O	1.0
480.94100000000003	1.0	go	0.645	Go_O	1.0
483.466	1.0	go	0.639	Go_O	1.0
485.99	1.0	go	0.388	Go_X	1.0
488.514	0.3	stopfail	0.331	Go_X	0.0
491.038	1.0	go	0.454	Go_X	1.0
493.562	0.25	stopfail	0.375	Go_O	0.0
496.10299999999995	1.0	go	0.426	Go_O	1.0
498.62699999999995	1.0	go	0.402	Go_O	1.0
501.15099999999995	1.0	go	0.593	Go_X	0.0
503.67599999999993	1.0	go	0.44	Go_X	1.0
506.19999999999993	1.0	go	0.375	Go_O	1.0
508.72399999999993	1.0	go	0.269	Go_X	1.0
511.265	1.0	go	0.364	Go_O	0.0
513.789	0.2	stopsuccess	0.0	Go_X	1.0
516.313	1.0	go	0.686	Go_X	0.0
518.837	1.0	go	0.6	Go_O	1.0
521.362	1.0	go	0.314	Go_X	1.0
523.886	1.0	go	0.45	Go_O	1.0
526.41	0.25	stopfail	0.566	Go_O	0.0
528.951	1.0	go	0.377	Go_X	1.0
531.475	0.2	stopfail	0.333	Go_X	0.0
533.999	1.0	go	0.381	Go_O	1.0
536.523	1.0	go	0.489	Go_X	1.0
539.048	0.15	stopsuccess	0.0	Go_O	1.0
541.5889999999999	1.0	go	0.362	Go_O	1.0
544.1129999999999	1.0	go	0.485	Go_O	1.0
546.637	1.0	go	0.413	Go_X	1.0
549.161	1.0	go	0.703	Go_O	1.0
551.685	1.0	go	0.418	Go_X	1.0
554.209	1.0	go	0.396	Go_O	1.0
556.7339999999999	1.0	go	0.401	Go_X	1.0
559.2579999999999	1.0	go	0.528	Go_O	1.0
561.7819999999999	1.0	go	0.343	Go_X	1.0
564.3059999999999	1.0	go	0.384	Go_O	0.0
566.8299999999999	0.2	stopsuccess	0.0	Go_X	1.0
569.355	1.0	go	0.417	Go_X	1.0
571.879	1.0	go	0.429	Go_X	1.0
574.403	0.25	stopsuccess	0.0	Go_O	1.0
576.927	1.0	go	0.488	Go_O	1.0
579.451	0.3	stopfail	0.456	Go_X	0.0
581.975	1.0	go	0.404	Go_X	1.0
584.5	1.0	go	0.34	Go_O	0.0
587.024	0.25	stopfail	0.311	Go_O	0.0
589.548	1.0	go	0.434	Go_X	1.0
592.072	0.2	stopsuccess	0.0	Go_X	1.0
594.596	1.0	go	0.477	Go_O	1.0
597.121	1.0	go	0.445	Go_X	1.0
599.645	1.0	go	0.475	Go_O	1.0
602.169	0.25	stopfail	0.475	Go_O	0.0
604.693	1.0	go	0.667	Go_X	1.0
607.217	1.0	go	0.637	Go_O	1.0
609.741	1.0	go	0.39	Go_O	1.0
612.266	1.0	go	0.393	Go_X	1.0
614.79	0.2	stopfail	0.371	Go_X	0.0
617.314	1.0	go	0.421	Go_O	1.0
619.838	1.0	go	0.551	Go_X	1.0
622.362	0.15	stopsuccess	0.0	Go_O	1.0
624.887	1.0	go	0.384	Go_X	0.0
627.427	1.0	go	0.424	Go_O	1.0
629.952	1.0	go	0.515	Go_X	1.0
632.476	1.0	go	0.392	Go_O	1.0
635.0	0.2	stopsuccess	0.0	Go_X	1.0
637.524	1.0	go	0.407	Go_O	1.0
640.048	0.25	stopsuccess	0.0	Go_O	1.0
642.573	1.0	go	0.596	Go_X	1.0
645.097	1.0	go	0.528	Go_X	1.0
647.621	0.3	stopfail	0.47	Go_X	0.0
650.145	1.0	go	0.327	Go_O	1.0
652.669	1.0	go	0.495	Go_O	1.0
655.193	1.0	go	0.395	Go_X	1.0
657.7339999999999	1.0	go	0.512	Go_O	1.0
660.259	0.25	stopfail	0.399	Go_O	0.0
662.799	1.0	go	0.621	Go_X	1.0
665.324	0.2	stopfail	0.383	Go_X	0.0
667.848	1.0	go	0.514	Go_X	1.0
670.389	1.0	go	0.458	Go_O	1.0
672.913	1.0	go	0.779	Go_X	1.0
675.454	1.0	go	0.364	Go_O	1.0
677.995	1.0	go	0.614	Go_O	1.0
680.519	1.0	go	0.516	Go_X	1.0
683.043	0.15	stopsuccess	0.0	Go_O	1.0
685.584	1.0	go	0.56	Go_X	1.0
688.108	1.0	go	0.716	Go_O	1.0
690.632	0.2	stopfail	0.473	Go_X	0.0
693.1569999999999	1.0	go	0.514	Go_X	1.0
695.6809999999999	1.0	go	0.57	Go_O	1.0
698.2049999999999	0.15	stopsuccess	0.0	Go_O	1.0
700.746	1.0	go	0.415	Go_X	1.0
703.27	1.0	go	0.61	Go_O	1.0
705.794	1.0	go	0.517	Go_O	1.0
708.318	1.0	go	0.59	Go_X	1.0
710.843	0.2	stopsuccess	0.0	Go_X	1.0
713.367	1.0	go	0.417	Go_O	1.0
715.891	0.25	stopfail	0.466	Go_O	0.0
718.432	1.0	go	0.426	Go_X	1.0
720.956	1.0	go	0.529	Go_O	1.0
723.48	1.0	go	0.508	Go_X	1.0
726.004	1.0	go	0.524	Go_X	1.0
728.529	1.0	go	0.364	Go_O	1.0
