onset	duration	trial_type	response_time	stim_file	accuracy
0.5339999999999989	1.0	go	0.532	Go_O	1.0
3.067	1.0	go	0.422	Go_X	1.0
5.600999999999999	1.0	go	0.499	Go_X	1.0
8.133999999999993	1.0	go	0.389	Go_O	1.0
10.666999999999994	1.0	go	0.6	Go_X	1.0
13.200999999999993	1.0	go	0.496	Go_O	1.0
15.75	0.25	stopsuccess	0.0	Go_O	1.0
18.284	1.0	go	0.472	Go_X	1.0
20.817	0.3	stopfail	0.402	Go_X	0.0
23.349999999999994	1.0	go	0.623	Go_O	1.0
25.882999999999996	1.0	go	0.819	Go_X	1.0
28.416999999999994	1.0	go	0.349	Go_O	1.0
30.949999999999996	0.25	stopfail	0.556	Go_O	0.0
33.483	1.0	go	0.393	Go_X	1.0
36.017	1.0	go	0.779	Go_O	1.0
38.565999999999995	0.2	stopsuccess	0.0	Go_X	1.0
41.1	0.25	stopfail	0.314	Go_O	0.0
43.633	1.0	go	0.573	Go_O	1.0
46.16599999999999	1.0	go	0.392	Go_X	1.0
48.699999999999996	0.2	stopsuccess	0.0	Go_X	1.0
51.249	1.0	go	0.562	Go_O	1.0
53.782999999999994	1.0	go	0.705	Go_X	1.0
56.315999999999995	0.25	stopsuccess	0.0	Go_O	1.0
58.849	1.0	go	0.383	Go_O	1.0
61.382	1.0	go	0.402	Go_X	1.0
63.91599999999999	0.3	stopfail	0.965	Go_X	0.0
66.44899999999998	1.0	go	0.575	Go_O	1.0
68.982	1.0	go	0.37	Go_X	1.0
71.51599999999999	0.25	stopsuccess	0.0	Go_O	1.0
74.049	1.0	go	0.618	Go_O	1.0
76.582	1.0	go	0.46	Go_X	1.0
79.11500000000001	1.0	go	0.501	Go_O	1.0
81.649	1.0	go	0.574	Go_X	1.0
84.18199999999999	1.0	go	0.491	Go_X	1.0
86.715	0.3	stopsuccess	0.0	Go_X	1.0
89.24799999999999	1.0	go	0.597	Go_O	1.0
91.78200000000001	1.0	go	0.532	Go_O	1.0
94.315	1.0	go	0.487	Go_X	1.0
96.84799999999998	1.0	go	0.553	Go_X	1.0
99.381	1.0	go	0.739	Go_O	1.0
101.91499999999999	0.35	stopfail	0.483	Go_O	0.0
104.44799999999998	1.0	go	0.637	Go_O	1.0
106.981	1.0	go	0.398	Go_X	1.0
109.51499999999999	1.0	go	0.54	Go_X	1.0
112.064	1.0	go	0.435	Go_O	1.0
114.59799999999998	1.0	go	0.428	Go_X	1.0
117.131	1.0	go	0.432	Go_O	1.0
119.66399999999999	0.3	stopfail	0.428	Go_X	0.0
122.197	1.0	go	0.382	Go_O	1.0
124.731	1.0	go	0.324	Go_X	1.0
127.26399999999998	0.25	stopfail	0.316	Go_O	0.0
129.797	1.0	go	0.761	Go_X	1.0
132.331	0.2	stopsuccess	0.0	Go_X	1.0
134.86399999999998	0.25	stopfail	0.394	Go_O	0.0
137.397	1.0	go	0.536	Go_O	1.0
139.92999999999998	1.0	go	0.453	Go_X	1.0
142.464	1.0	go	0.575	Go_O	1.0
144.99699999999999	1.0	go	0.357	Go_X	1.0
147.53	0.2	stopsuccess	0.0	Go_X	1.0
150.063	1.0	go	0.388	Go_O	1.0
152.59699999999998	0.25	stopsuccess	0.0	Go_O	1.0
155.13	1.0	go	0.481	Go_X	1.0
157.66299999999998	1.0	go	0.464	Go_O	1.0
160.196	1.0	go	0.62	Go_O	1.0
162.73	1.0	go	0.446	Go_X	1.0
165.26299999999998	1.0	go	0.639	Go_X	1.0
167.796	1.0	go	0.343	Go_O	1.0
170.32899999999998	1.0	go	0.344	Go_X	1.0
172.863	1.0	go	0.397	Go_O	1.0
175.396	1.0	go	0.424	Go_X	1.0
177.929	0.3	stopfail	0.443	Go_X	0.0
180.463	1.0	go	0.317	Go_O	1.0
182.99599999999998	1.0	go	0.454	Go_X	1.0
185.529	1.0	go	0.548	Go_O	1.0
188.06199999999998	0.25	stopsuccess	0.0	Go_O	1.0
190.596	1.0	go	0.611	Go_O	1.0
193.129	1.0	go	0.544	Go_X	1.0
195.66199999999998	1.0	go	0.419	Go_X	0.0
198.195	1.0	go	0.587	Go_O	1.0
200.72899999999998	1.0	go	0.462	Go_X	1.0
203.262	1.0	go	0.331	Go_O	1.0
205.795	0.3	stopfail	0.338	Go_X	0.0
208.328	1.0	go	0.516	Go_X	1.0
210.862	1.0	go	0.394	Go_O	1.0
213.39499999999998	0.25	stopsuccess	0.0	Go_O	1.0
215.928	1.0	go	0.806	Go_O	1.0
218.462	1.0	go	0.814	Go_X	1.0
221.011	0.3	stopsuccess	0.0	Go_X	1.0
223.54500000000002	1.0	go	0.634	Go_X	1.0
226.07799999999997	0.35	stopsuccess	0.0	Go_O	1.0
228.611	1.0	go	0.732	Go_O	1.0
231.144	1.0	go	0.724	Go_O	0.0
